CPU Usage (%),Memory Usage (%),Disk Usage (%),Network Latency (ms),Packet Loss (%),Error Logs Count,Event Type,Pod Eviction Risk (%),Slow Response Likelihood (%),Failure Type
0.2787330051987944,0.7213942704237613,0.30184877823404827,0.37552443039727995,0.2176936196707562,0.30000000000000004,1,0.0,0.0,1
0.26075867518386586,0.9454211966167128,0.5075390877324727,0.45741791301424045,0.08760775409823386,0.2,1,0.7087043498932721,0.0,2
0.6625051644788397,0.1588309185248646,0.14726774255061514,0.4220406245502237,0.37879690768129365,0.1,0,0.0,0.0,1
0.7712480057141646,0.48688153598423767,0.14399435895947668,0.3935966724220455,0.268295182676501,0.1,1,0.0,0.0,1
0.4855979756839332,0.43091617623894557,0.5190450269764573,0.5424661861025468,0.5048434850045644,0.0,1,0.0,0.0,1
0.7007065795784049,0.6084374214902405,0.49611642513644677,0.37649584477102654,0.48600592632412754,0.30000000000000004,1,0.0,0.0,1
0.5723272050095268,0.5539171927334047,0.44090452112461864,0.7481273134693257,0.4163781726660108,0.4,1,0.0,0.0,1
0.37097604907897513,0.411863439315845,0.2810115508666833,0.5168676172324701,0.6595798743704112,0.0,0,0.0,0.0,1
0.5722791211016829,0.3897744528472861,0.536385675208746,0.1502242210044408,0.4131134339573581,0.0,1,0.0,0.0,1
0.8076073132931939,0.22088728620398812,0.5263945092107623,0.318349047757151,0.17259068892863436,0.5,0,0.0,0.0,1
0.4928347921780097,0.7469653956016273,0.4328161622454311,0.4184963938733056,0.37709663238622365,0.2,1,0.0,0.0,1
0.8129287311628012,0.6148010453998823,0.23423677621500222,0.35694069862931127,0.608125323734763,0.2,1,0.0,0.0,1
0.0,0.7294420494487843,0.3525189806131471,0.46909071148669296,0.10200316377739158,0.1,1,0.0,0.0,1
0.6643805008750449,0.4224009658811216,0.5511701574635736,0.48832019656981035,0.3985672254377495,0.1,1,0.0,0.0,1
0.5174094136476343,0.33579113282639245,0.6281338466621137,0.11180720102245098,0.5094750115450977,0.30000000000000004,1,0.0,0.0,1
0.4401985299068265,0.23042123334269307,0.3680438661125842,0.5728304835747884,0.8535103647420311,0.2,1,0.0,0.0,1
0.5183521553071004,0.5897293959351648,0.38013259145384315,0.2624347539525181,0.6143026905083624,0.2,1,0.0,0.0,1
0.10248621707982146,0.24005169386794134,0.3939702496328019,0.24513553548462994,0.4361140691176766,0.5,1,0.0,0.0,1
0.45606562243249765,0.9621657672416376,0.462633685359459,0.24457373721867212,0.5004130515754441,0.1,0,0.8934937431587809,0.0,3
0.5714225143023492,0.1730893547266399,0.32801256053631206,0.4903383595401555,0.09977660586420119,0.30000000000000004,1,0.0,0.0,1
0.7955788089483032,0.5684150298031255,0.0,0.30254586639406855,0.24025017957508937,0.1,1,0.0,0.0,1
0.39634595634527053,0.8917136768034465,0.6069925969763372,0.23332528640767342,0.5219811393794027,0.2,1,0.9092346339113252,0.0,2
0.33830127942136246,0.6497724398159522,0.7016595333628973,0.27515480072362736,0.44084377400852776,0.2,1,0.0,0.0,1
0.3996485912830927,0.5439184281229449,0.3230847334333245,0.035843979516588256,0.46197739795599485,0.30000000000000004,1,0.0,0.0,1
0.6830804235404148,0.2578790882595261,0.251642030147116,0.20214209568563887,0.41979646567935075,0.2,1,0.0,0.0,1
0.5657502219319369,0.15455770285807405,0.39783741849715226,0.1327581313171638,0.41330175091591126,0.4,1,0.0,0.0,0
0.39404795924659225,0.6925125272293966,0.38991023177231415,0.30217895063000805,0.43119638847208225,0.0,1,0.0,0.0,1
0.6026534866226713,0.8765368101937366,0.575970044017287,0.46513107311500207,0.23920438064289185,0.1,2,0.9655445041735793,0.0,2
0.519415509869608,0.3902875023804572,0.42799331400007223,0.44587119547885784,0.3762215055762364,0.30000000000000004,1,0.0,0.0,1
0.6937289981065778,0.21523462309591224,0.2947401726059849,0.5685833196463629,0.2080491647148505,0.2,1,0.0,0.0,1
0.3595893812245295,0.0,0.2120471020457294,0.5296899603530727,0.3115039646555462,0.1,1,0.0,0.0,1
0.43446757068044634,0.2548087890843656,0.5555424811840943,0.2568865392054204,0.6122563784157056,0.1,1,0.0,0.0,1
0.42157836937356846,0.47158578937524,0.5136880054091502,0.35250177147694056,0.38420202561682576,0.0,1,0.0,0.0,1
0.20729701037357628,0.8997808102091835,0.5861994121307803,0.3434883292436163,0.5128506984273824,0.1,2,0.6304049818466005,0.0,1
0.5592240554129153,0.6682834230582421,0.2671283637543817,0.0,0.4332445688413132,0.1,1,0.0,0.0,1
0.5522110544359778,0.5762713511766883,0.7085399908963439,0.13665559313206893,0.350384700028728,0.30000000000000004,1,0.0,0.0,1
0.5010226913284922,0.3999700846747173,0.14516041106677158,0.3199662442212099,0.24706758427871842,0.30000000000000004,1,0.0,0.0,1
0.4530825733249706,0.35420857068601097,0.5310023713811958,0.3189868585352027,0.3478726639154341,0.4,1,0.0,0.0,1
0.21692585158991715,0.851411899376991,0.11907034130430413,0.4386169958143287,0.4444900812893712,0.30000000000000004,1,0.6070246691068965,0.0,1
0.4158709354469282,0.5501846351895973,0.2951005601082586,0.4301175472900749,0.5102521812567014,0.30000000000000004,1,0.0,0.0,1
0.4314570966946461,0.0,0.664909719529966,0.04003389835179383,0.4344111841839249,0.1,2,0.0,0.0,1
0.3395445461556762,0.33161508802568934,0.5501526792013085,0.4397119439168423,0.5217367352663672,0.1,1,0.0,0.0,1
0.4677428576667982,0.2854459920570933,0.3334931029733999,0.3803510115121612,0.16231669996284454,0.0,1,0.0,0.0,1
0.5808101713629077,0.3634339977056338,0.33779982186099855,0.45800445364617887,0.5577147193232316,0.30000000000000004,0,0.0,0.0,1
0.877237180242106,0.6407276650712713,0.43522523653655587,0.5354320565987744,0.2272403654490275,0.30000000000000004,1,0.0,0.0,1
0.5349155625663677,0.4731387795514377,0.5002614025453181,0.32422679142889926,0.5770705458565343,0.30000000000000004,1,0.0,0.0,1
0.5515100781445529,0.4807836482490845,0.6162419974021677,0.5666345442727377,0.4973726661383386,0.2,1,0.0,0.0,1
0.48511081684676655,0.8283682903313093,0.34764571229923397,0.19389522691374156,0.10433316246202068,0.1,1,0.9704956599261982,0.0,2
0.11624575694019171,0.32588472755332787,0.16590646375412266,0.18405945427718604,0.5362289157502703,0.4,1,0.0,0.0,1
0.4946972249101566,0.9660498814718377,0.44408713271679057,0.4240298283741279,0.5789909735686182,0.30000000000000004,1,0.7583828895095444,0.0,3
0.5120460419882052,0.33217310215722845,0.34745748045072267,0.2847904882194617,0.6225227788397538,0.4,0,0.0,0.0,1
0.9926484224970572,0.5222995491531429,0.21484278178739372,0.39484957548332356,0.2868206140352458,0.5,1,0.0,0.0,3
0.4615278070437755,0.42969910114930826,0.46621576516683466,0.6971191163400684,0.4438659474116077,0.2,1,0.0,0.0,1
0.5603094684667225,0.5308547833752403,0.3858824403912821,0.4178709346863745,0.5291862224344985,0.2,1,0.0,0.0,1
0.49305764605895136,0.6111479987682822,0.46760659344498823,0.38621401945757555,0.5361235643980021,0.2,1,0.0,0.0,1
0.26626439247609357,0.6084588100222192,0.27872622056638435,0.1974183872479453,0.481985505619618,0.2,1,0.0,0.0,1
0.7285645629030042,0.31172066734485504,0.49594727793053794,0.05237935102458148,0.3434693753108253,0.2,1,0.0,0.0,1
0.6503866065373549,0.2192713306381073,0.2122533294374063,0.33650654073039876,0.5778059245814254,0.2,1,0.0,0.0,1
0.6582063894086093,1.0,0.2892184752822067,0.535432869989515,0.578779366458538,0.1,0,0.7615731129560139,0.0,3
0.3181225090410522,0.3790039150998617,0.38119557151287925,0.2927916878853714,0.3885876572865592,0.2,1,0.0,0.0,1
0.7805588621872198,0.6748031096679966,0.693344322434834,0.4192619363482293,0.2843429462633947,0.1,1,0.0,0.0,1
0.21962978744154385,0.09808967236920085,0.5428332776987934,0.598218744588884,0.2935620588307891,0.1,1,0.0,0.0,1
0.6173714187600541,0.4300968200238308,0.5888153077758295,0.5938574166687793,0.6402381261783159,0.30000000000000004,1,0.0,0.0,1
0.9380911251619958,0.46820015400438925,0.6422706340737457,0.42403745734368953,0.5716326165758862,0.30000000000000004,1,0.0,0.0,3
0.3018927349738623,0.6182037674819582,0.986035184133168,0.37887039444704107,0.41082534790948516,0.1,1,0.0,0.0,1
0.38674045407944563,0.0,0.42594081691523256,0.0840399714906206,0.38115045592803554,0.30000000000000004,1,0.0,0.0,1
0.5199302730175283,0.5415351532695826,0.6427933987126964,0.2391489544777761,0.12123074655850107,0.1,1,0.0,0.0,1
0.39930486917676017,0.21256463615802682,0.5786620687747392,0.30015611287884075,0.40016337753679554,0.1,1,0.0,0.0,0
0.1898673137867735,0.5810864277987309,0.5760508717319981,0.20036693099933361,0.21682729757395486,0.1,1,0.0,0.0,1
0.5137125949612055,0.2409177007904593,0.6984433659080752,0.3925486528005337,0.44048464060403214,0.2,1,0.0,0.0,1
0.287539257254779,0.2861293260186047,0.3534524570124394,0.6829193428021821,0.6104908343827362,0.0,1,0.0,0.0,1
0.5947184861270364,0.431593097401683,0.3409692298596695,0.6141522249207577,0.2517254168295148,0.5,1,0.0,0.0,1
0.3161151531532394,0.2369176325992012,0.46969100679791087,0.39175020060294347,0.45366891403230525,0.4,1,0.0,0.0,1
0.8099868810035079,0.38111638831616135,0.39066579827281767,0.4852505135412145,0.5794353383678732,0.2,1,0.0,0.0,1
0.3433493415327526,0.2016560578641712,0.4694921073687561,0.2219679952466295,0.4506388023454037,0.2,1,0.0,0.0,1
0.4355876967588649,0.04170738707531811,0.6651811532469016,0.6047817983105132,0.3273431087791083,0.0,1,0.0,0.0,1
0.662703443473934,0.7544892631073399,0.344199390399329,0.07647453717474206,0.41586569056511913,0.1,1,0.0,0.0,1
0.25382713671320895,0.17598782679401795,0.37148152572985205,0.5085392653313294,0.5727210441175766,0.2,1,0.0,0.0,1
0.5454919869208259,0.4553297780980041,0.4468146543133899,0.4356952376209461,0.4576432325451618,0.1,1,0.0,0.0,1
0.7614285508564856,0.6882227703734463,0.38349112619522485,0.21720963903097176,0.413586734929833,0.2,1,0.0,0.0,1
0.1785033530877545,0.3462639743709892,0.11837470458371159,0.3127209077931227,0.6056695028278328,0.1,1,0.0,0.0,1
0.5369267717064609,0.2937085250636155,0.328160345111802,0.1511474312770415,0.49944538392612303,0.6000000000000001,1,0.0,0.0,1
0.5519765588496847,0.5565595221668553,0.5275064982641675,0.15858700795271188,0.21487464080518656,0.1,1,0.0,0.0,1
0.656364574355462,0.7794834556817881,0.6454900081239557,0.07139628106497878,0.5187436827990403,0.1,1,0.0,0.0,1
0.2526098578243836,0.2076711837283828,0.23780730690205,0.48316941775741074,0.5714471408424397,0.1,1,0.0,0.0,1
0.23590867738314472,0.4624630419956403,0.237073802951069,0.5596086297373241,0.20917369196484403,0.0,1,0.0,0.0,1
0.6043883131233796,0.06687635125816818,0.42415491807208283,0.0,0.03831016175433754,0.2,1,0.0,0.0,1
0.5593969346466372,0.4016997490794525,0.09296076354228214,0.6701147336384659,0.2415405757119708,0.0,1,0.0,0.0,1
0.5500985700691753,0.5085511711345189,0.3494172262680021,0.3470756992573345,0.3971652017066544,0.30000000000000004,1,0.0,0.0,1
0.5692896418993952,0.2863438395612336,0.14636394945528075,0.39977650658610603,0.5814246566924635,0.2,1,0.0,0.0,1
0.36399505568430185,0.3857520415436922,0.6347189614256991,0.09210937760563222,0.26655173165833845,0.4,1,0.0,0.0,1
0.5464507394322007,0.14794330792313753,0.29840337006043577,0.5797699671553838,0.506105234151805,0.30000000000000004,1,0.0,0.0,1
0.5586144946597362,0.5192696528453734,0.6793493312852584,0.3841330500962405,0.0,0.2,2,0.0,0.0,1
0.3571297163947264,0.7639235622207875,0.5945289261414305,0.547995385138265,0.44401435685278584,0.1,1,0.0,0.0,1
0.8731549022289514,0.2257140325573841,0.3177503696559739,0.5623170449944206,0.346765272807715,0.1,1,0.0,0.0,1
0.5947665841823575,0.3443320583619042,0.2508074870619988,0.5822226698984289,0.7617948591269117,0.1,1,0.0,0.0,1
0.2617393005594703,0.6256365616135454,0.388959997616736,0.23599136755325464,0.10070579391007894,0.0,2,0.0,0.0,0
0.631310721726766,0.8030226798306841,0.40294160408337465,0.3128648974651489,0.411742811816318,0.1,1,0.6613230306300103,0.0,1
0.3050636659545357,0.12670254694776717,0.4738401452651574,0.24237749978179288,0.09968947117004932,0.1,1,0.0,0.0,1
0.6574169207484905,0.4578038156460127,0.29726908177615186,0.505443557534403,0.3230815935940723,0.1,1,0.0,0.0,1
0.7317191158014807,0.5707827055798813,0.5367891230648374,0.4072899976212895,0.1323351023515502,0.30000000000000004,1,0.0,0.0,1
0.3358635363296579,0.474485902342788,0.46112935759928736,0.5358299865374538,0.7952892512731367,0.2,1,0.0,0.0,1
0.6926752258488643,0.0,0.3658642626666807,0.5434408816910029,0.3552457362180433,0.2,1,0.0,0.0,1
0.5825561853872996,0.625272502327193,0.3074137310866709,0.04761669773623075,0.379186366867151,0.4,1,0.0,0.0,1
0.664412031998898,0.879834087772661,0.39032211926864696,0.5849978392994616,0.40706591390288077,0.4,1,0.9554392906218849,0.0,2
0.8793585965307895,0.5291654377923759,0.2909217848009262,0.5151792624105613,0.2265743452381693,0.2,1,0.0,0.0,1
0.45092237679942593,0.24222348667643417,0.4285908414077115,0.2847106433893505,0.5889538789696545,0.1,1,0.0,0.0,1
0.34925276712850206,0.3717181884089293,0.43283726385416743,0.4102411200001105,0.5201984061412526,0.1,1,0.0,0.0,0
0.3220971140748954,0.9424782669138985,0.4605599008965399,0.3275811839275627,0.566208968673665,0.1,1,0.5844920491796046,0.0,1
0.33683794300691233,0.7274906352151396,0.697185605268118,0.45672691944205557,0.21237992132927935,0.30000000000000004,1,0.0,0.0,1
0.4845796581171792,0.6600066545960823,0.3985696596870777,0.2843315301385496,0.6022191919277383,0.0,1,0.0,0.0,1
0.5682303949633288,0.589103145883594,0.5773979889983867,0.4327862023841053,0.5830900060773635,0.2,1,0.0,0.0,1
0.5553381598660038,0.3347157219522569,0.4555082469768554,0.360922739930874,0.3756473244331479,0.0,1,0.0,0.0,1
0.6654366498072048,0.4498572048360579,0.3819300344472641,0.27371712864832215,0.5624125358147872,0.2,0,0.0,0.0,1
0.5026003783755814,0.480519316080371,0.4006591282876169,0.38236731292198733,0.459315345601787,0.1,1,0.0,0.0,1
0.7907068154314634,0.637393579016111,0.4101479766574608,0.821684097668757,0.15008626139276504,0.6000000000000001,1,0.0,0.0,1
0.4470686333524088,0.8772297235667259,0.46340035342931424,0.22948701385945502,0.3838618316889402,0.2,1,0.9408507443442935,0.0,2
1.0,0.779584534198282,0.2685227612847958,0.30553549717686235,0.33437909011722,0.2,2,0.0,0.0,3
0.6251334695530012,0.14515391105098985,0.1889385452011603,0.23252904199537866,0.4282954908321658,0.2,1,0.0,0.0,1
0.32856848871674343,0.5559987422252622,0.5223044954162328,0.2508424264449019,0.5833028780509516,0.0,1,0.0,0.0,1
0.28582150038777754,0.6841908362919742,0.560652289291938,0.49159502099685726,0.14224371105156855,0.1,1,0.0,0.0,1
0.596494483048637,0.6547150825361588,0.5366697449647533,0.47415528632988785,0.34066285236811245,0.30000000000000004,2,0.0,0.0,1
0.45530744293482983,0.34269155915314514,0.44377311619260584,0.34814848419112593,0.278001121005281,0.30000000000000004,1,0.0,0.0,1
0.6428000988184184,1.0,0.5400651218168859,0.5283492732965037,0.2851154923207967,0.1,1,0.8180146481133307,0.0,3
0.594647524914709,0.18072885941722028,0.5316044206605697,0.48769632902261106,0.2777904676127487,0.0,1,0.0,0.0,1
0.4854342174686254,0.2292028883334875,0.5432742751826194,0.3208308802583995,0.42543806647764726,0.2,1,0.0,0.0,1
0.330641256386319,0.5583987703153941,0.2842156481379735,0.08138072987615286,0.5008133189191003,0.30000000000000004,1,0.0,0.0,1
0.1970305550628271,1.0,0.24687684600629073,0.4940407371552109,0.4718479288665765,0.2,1,0.5187486041726164,0.0,3
0.41069700958659583,0.2909512873239573,0.35828768450054005,0.37879325224880095,0.4449025303115877,0.1,1,0.0,0.0,1
0.6712797588646945,0.433542908588252,0.4166658127444348,0.35305207780695286,0.5171420720216751,0.1,1,0.0,0.0,1
0.5428187488260408,0.7693234182539231,0.3813517618993792,0.2678066709801775,0.8084652599428417,0.1,2,0.0,0.0,1
0.25085224425760244,0.49553446127806666,0.12424349789475224,0.4791775151114826,0.43665660432442194,0.1,1,0.0,0.0,1
0.5346361851702364,0.4163490363674261,0.6901790375661115,0.410014766678865,0.5833048850113485,0.5,1,0.0,0.0,0
0.5770634759457673,0.64140822547168,0.37629932549699974,0.30782528943683857,0.5738698366262205,0.2,1,0.0,0.0,1
0.32322851275977343,0.5681294975573983,0.4465619784123958,0.13522485836450457,0.7086509949098174,0.2,1,0.0,0.0,1
0.5307450211891056,0.7576096964091978,0.6151362927821638,0.535617731386163,0.5069995553621056,0.1,0,0.0,0.0,1
0.5116417436892,0.8228672222663409,0.050594473995047885,0.45478020507308853,0.27427733567659035,0.0,1,0.676537919377435,0.0,1
0.2714059404338754,0.5767507650013404,0.3389232637923902,0.3937619627162605,0.46465124037864736,0.0,1,0.0,0.0,0
0.5715574720696567,0.5729331813445773,0.3585160435256512,0.0,0.4557482509342132,0.2,1,0.0,0.0,1
0.6121569052736469,0.5535277455715334,0.3665067483845204,0.342556360281998,0.5491866519264235,0.30000000000000004,1,0.0,0.0,1
0.7166102486350553,0.622282639162322,0.39211480099457074,0.3070613599699718,0.269459918956509,0.2,1,0.0,0.0,1
0.7107604104069806,0.513792659467866,0.6469979679293603,0.24119142995121076,0.6239213656602002,0.0,1,0.0,0.0,1
0.22446612640858177,0.49984787941942765,0.5253181168039716,0.4808511548406714,0.41501267488883475,0.2,1,0.0,0.0,1
0.31243499201697544,0.7991567802068106,0.5700748581026225,0.4739767850699437,0.5531950207261499,0.1,1,0.0,0.0,1
0.603007053441732,0.8790290450887608,0.4268107368522819,0.42543568754847155,0.46544494731595576,0.30000000000000004,1,0.7590367736582035,0.0,2
0.6027571901824418,0.12311176384164485,0.1993135556493877,0.5303734818934998,0.43445324704008675,0.1,1,0.0,0.0,1
0.6030095372612096,0.5025052879351423,0.09231562632539878,0.17069307487097982,0.45288529354048773,0.1,1,0.0,0.0,1
1.0,0.3278263916386914,0.1788623567890178,0.26997048450169703,0.5254659782692327,0.4,1,0.0,0.0,3
0.6141781021386334,0.4222571333784819,0.4759820352563627,0.3622298587096176,0.7386120124909629,0.5,1,0.0,0.0,1
0.7271131280361197,0.6006290524338305,0.42439647825543236,0.24057927279465163,0.07995031630148387,0.30000000000000004,1,0.0,0.0,1
0.6908003526986406,0.6673595928856172,0.38634641828391025,0.47612579793316157,0.5036009289323984,0.1,1,0.0,0.0,1
0.6302782502611597,0.47196838909716377,0.36143197901054575,0.258003168548788,0.4214287179206574,0.0,2,0.0,0.0,1
0.43694615107193086,0.02166491631929929,0.7357933316666153,0.5758495064215461,0.38480597230366465,0.6000000000000001,1,0.0,0.0,1
0.6517938440986535,0.2587386048559551,0.28997776714108053,0.18660469568777244,0.022649061528914348,0.4,1,0.0,0.0,1
0.3454349570924856,0.7241249175500414,0.5653226673464826,0.7213868492312867,0.5102611660734568,0.5,2,0.0,0.0,1
0.45263627865199824,0.0,0.4197007548466743,0.7034592511820037,0.3934427083143507,0.0,1,0.0,0.0,1
0.4029272904341793,0.7968567879205,0.409815638524123,0.33262958941125165,0.27591531487770643,0.2,1,0.0,0.0,1
0.5163748278772645,0.6303074976611354,0.6044555233185779,0.5492775822121662,0.4211822480322637,0.1,1,0.0,0.0,1
0.9629317133347016,0.8290440203825056,0.6494193078523274,0.27926300281656086,0.36564204333347816,0.1,1,0.8736991889143378,0.0,3
0.12654696148165034,0.4503577032797599,0.3817247662467481,0.5260778931332414,0.1255036627481638,0.0,0,0.0,0.0,1
0.6372520380749027,0.0,0.545094474978703,0.3184488023225895,0.42875360672856777,0.1,1,0.0,0.0,1
0.17745682576206967,0.6075906603766245,0.47663089795785174,0.12475225071707441,0.510238942789844,0.1,1,0.0,0.0,1
